"Story","Title","Result","Date","Stability","Duration (s)"
"Op2 Automatizacion (Prueba E2E) de un flujo de compra en la página saucedemo","Buy products in Store","SUCCESS","2024-05-31T00:15:43.8612161-05:00[America/Guayaquil]","0.0","12.66"
